"","baker_first_name","baker_last_name","baker_age","baker_occupation","baker_hometown","series","episode","technical","signature_bake","show_stopper","result"
"1078","Steph","Blackwell",28,"Shop assistant","Chester",10,6,"3",NA,NA,"STAR BAKER"
"1079","Amelia","LeBruin",24,"Fashion designer","Halifax",10,6,NA,NA,NA,NA
"1080","Dan","Chambers",32,"Support worker","Rotherham",10,6,NA,NA,NA,NA
"1081","Helena","Garcia",40,"Online project manager","Leeds",10,6,NA,NA,NA,NA
"1082","Jamie","Finn",20,"Part-time waiter","Surrey",10,6,NA,NA,NA,NA
"1083","Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",10,6,NA,NA,NA,NA
"1084","Phil","Thorne",56,"HGV driver","Rainham",10,6,NA,NA,NA,NA
"1085","Alice","Fevronia",28,"Geography teacher","Essex",10,7,"6",NA,NA,"IN"
"1086","David","Atherton",36,"International health adviser","Whitby",10,7,"2",NA,NA,"IN"
"1087","Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",10,7,"1",NA,NA,"IN"
"1088","Steph","Blackwell",28,"Shop assistant","Chester",10,7,"4",NA,NA,"IN"
"1089","Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",10,7,"5",NA,NA,"OUT"
"1090","Henry","Bird",20,"Student","Durham",10,7,"3",NA,NA,"STAR BAKER"
"1091","Amelia","LeBruin",24,"Fashion designer","Halifax",10,7,NA,NA,NA,NA
"1092","Dan","Chambers",32,"Support worker","Rotherham",10,7,NA,NA,NA,NA
"1093","Helena","Garcia",40,"Online project manager","Leeds",10,7,NA,NA,NA,NA
"1094","Jamie","Finn",20,"Part-time waiter","Surrey",10,7,NA,NA,NA,NA
"1095","Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",10,7,NA,NA,NA,NA
"1096","Phil","Thorne",56,"HGV driver","Rainham",10,7,NA,NA,NA,NA
"1097","Priya","O'Shea",34,"Marketing consultant","Leicester",10,7,NA,NA,NA,NA
"1098","Alice","Fevronia",28,"Geography teacher","Essex",10,8,"3",NA,NA,"IN"
"1099","David","Atherton",36,"International health adviser","Whitby",10,8,"1",NA,NA,"IN"
"1100","Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",10,8,"2",NA,NA,"IN"
"1101","Henry","Bird",20,"Student","Durham",10,8,"5",NA,NA,"OUT"
"1102","Steph","Blackwell",28,"Shop assistant","Chester",10,8,"4",NA,NA,"STAR BAKER"
"1103","Amelia","LeBruin",24,"Fashion designer","Halifax",10,8,NA,NA,NA,NA
"1104","Dan","Chambers",32,"Support worker","Rotherham",10,8,NA,NA,NA,NA
"1105","Helena","Garcia",40,"Online project manager","Leeds",10,8,NA,NA,NA,NA
"1106","Jamie","Finn",20,"Part-time waiter","Surrey",10,8,NA,NA,NA,NA
"1107","Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",10,8,NA,NA,NA,NA
"1108","Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",10,8,NA,NA,NA,NA
"1109","Phil","Thorne",56,"HGV driver","Rainham",10,8,NA,NA,NA,NA
"1110","Priya","O'Shea",34,"Marketing consultant","Leicester",10,8,NA,NA,NA,NA
"1111","David","Atherton",36,"International health adviser","Whitby",10,9,"2",NA,NA,"IN"
"1112","Steph","Blackwell",28,"Shop assistant","Chester",10,9,"3",NA,NA,"IN"
"1113","Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",10,9,"1",NA,NA,"OUT"
"1114","Alice","Fevronia",28,"Geography teacher","Essex",10,9,"4",NA,NA,"STAR BAKER"
"1115","Amelia","LeBruin",24,"Fashion designer","Halifax",10,9,NA,NA,NA,NA
"1116","Dan","Chambers",32,"Support worker","Rotherham",10,9,NA,NA,NA,NA
"1117","Helena","Garcia",40,"Online project manager","Leeds",10,9,NA,NA,NA,NA
"1118","Henry","Bird",20,"Student","Durham",10,9,NA,NA,NA,NA
"1119","Jamie","Finn",20,"Part-time waiter","Surrey",10,9,NA,NA,NA,NA
"1120","Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",10,9,NA,NA,NA,NA
"1121","Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",10,9,NA,NA,NA,NA
"1122","Phil","Thorne",56,"HGV driver","Rainham",10,9,NA,NA,NA,NA
"1123","Priya","O'Shea",34,"Marketing consultant","Leicester",10,9,NA,NA,NA,NA
"1124","Alice","Fevronia",28,"Geography teacher","Essex",10,10,"2",NA,NA,"Runner-up"
"1125","Steph","Blackwell",28,"Shop assistant","Chester",10,10,"3",NA,NA,"Runner-up"
"1126","David","Atherton",36,"International health adviser","Whitby",10,10,"1",NA,NA,"WINNER"
"1127","Amelia","LeBruin",24,"Fashion designer","Halifax",10,10,NA,NA,NA,NA
"1128","Dan","Chambers",32,"Support worker","Rotherham",10,10,NA,NA,NA,NA
"1129","Helena","Garcia",40,"Online project manager","Leeds",10,10,NA,NA,NA,NA
"1130","Henry","Bird",20,"Student","Durham",10,10,NA,NA,NA,NA
"1131","Jamie","Finn",20,"Part-time waiter","Surrey",10,10,NA,NA,NA,NA
"1132","Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",10,10,NA,NA,NA,NA
"1133","Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",10,10,NA,NA,NA,NA
"1134","Phil","Thorne",56,"HGV driver","Rainham",10,10,NA,NA,NA,NA
"1135","Priya","O'Shea",34,"Marketing consultant","Leicester",10,10,NA,NA,NA,NA
"1136","Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",10,10,NA,NA,NA,NA
